accountid,device_feat_1,device_feat_2
18ff489d-a645-4f1e-a4b2-52e0bf0ed31a,browser_11,device_5428
5009294d-7f8c-4a78-be7b-e3acde077143,browser_16,device_5697
acfc8cee-0919-4d54-a8a0-578e49853129,browser_16,device_4863
40f9ed8f-f89d-492c-ba9b-4687cc317d1b,browser_16,device_358
b646152c-e020-41aa-80c6-737ae40bbd07,browser_22,device_1705
caec146a-a415-401b-b372-02e9d3d87d56,browser_8,device_4412
676ba96a-8ba0-4b5d-808f-78d77e593b01,browser_16,device_779
ab13fb00-dba3-4cab-b352-604f8d41eab0,browser_16,device_1428
23732957-7554-46bc-85d4-1aaac57850f7,browser_23,device_2757
c4434ce5-558e-45ec-a71d-5b2d5b340035,browser_16,device_2677
cd3498d0-0348-4554-adc5-b0eca8e0dbd5,browser_16,device_4570
737490b5-313b-4a75-9319-c6b816dadf2d,browser_16,device_5319
a2c466f2-a560-4711-af29-3f9f4145a84f,browser_23,device_3003
0cb47795-a9b6-47f3-bca3-0ffb3685c215,browser_23,device_135
f192323b-42e5-45c3-b9eb-4a4b11e7358a,browser_11,device_5428
7b1948a6-1d68-45fb-b755-40b5e3887e9f,browser_16,device_2409
1f797f78-7051-4cd9-8efa-0286ef6a324b,browser_16,device_4030
6910c83e-7cbd-4258-a567-e1b212e3b68d,browser_16,device_3557
82f85470-2086-45e4-921f-3bbaf59478cd,browser_19,device_977
b450bf76-f1f8-428d-93aa-20b8da1c4945,browser_11,device_5428
3a2cf536-78b8-4f24-8a3f-07b5a70b9a50,browser_16,device_5697
f6f230d2-ec39-4ede-a9b8-8926075411c9,browser_16,device_5697
a05a7f52-1792-4ff2-b4e6-dff484d34eab,browser_16,device_4387
18a1d1e0-b2dc-4564-ae5e-d578dc4255a7,browser_15,device_656
bda791bb-7fdc-4615-be8a-4259a595a824,browser_16,device_5259
c72717ec-f76a-46be-9455-2414cbab9ca8,browser_11,device_3436
aa29eb56-9acb-4447-b5a8-aea3769d5018,browser_16,device_5426
0f052d5a-fdc6-410c-997f-fd0e903b5fd9,browser_16,device_5838
f209fd50-324f-40d5-85a2-48342c249f70,browser_22,device_1692
671a3846-9e41-48e0-a7e9-4ccfac6a1753,browser_16,device_5542
5d7726c0-ffc5-4c1b-8bcd-3311346f7b15,browser_16,device_779
5e0daa54-2ce1-48a2-adfe-2c384f227648,browser_22,device_3560
6ec7c7fc-b7ec-443b-bdcf-8a2e7ec04555,browser_16,device_2011
372890f3-20b1-4c7b-bc38-e9f81765aba1,browser_16,device_2158
48da9879-16a4-49ad-bf75-e105f6ba3af5,browser_22,device_1043
ef56eaa2-fafe-406e-a656-1d7622177d9b,browser_16,device_5620
2c95fe7c-c9bb-4f24-ac11-7d7fa11fa1a9,browser_16,device_5726
cf870588-cb71-42d2-9055-d8b5f4eaa250,browser_16,device_279
df5206f8-31bf-44da-a6e0-24f967b87565,browser_22,device_3476
6a27e29e-eb46-49ab-90e7-cc072252c67b,browser_16,device_721
c472ea92-96cb-4e73-9f1d-1a6b75176fb7,browser_16,device_4679
bec4e193-46f2-47d9-89e1-a8eec9f49128,browser_22,device_3714
aa0c0d03-8fdf-4a4d-ad75-66a60e29f366,browser_16,device_1894
278b4e1d-8dc4-4bbc-9cea-485686a0e33c,browser_11,device_5428
785bdb5d-5d9d-4bc8-9b3b-2bc11c4365ea,browser_11,device_5428
5e64ac1f-8907-4393-9e95-042cb95cdcc9,browser_16,device_4695
65274983-5db2-487c-824a-180b0a16dc11,browser_16,device_5697
e476975d-2c1b-4635-ae2c-5a9cf08e7851,browser_11,device_3436
1a81befe-2009-4f6c-a946-25e9a214da54,browser_16,device_779
2baacfb4-1d51-4efd-90f6-201d446b42cf,browser_23,device_4564
96eecbba-c927-47a7-874e-0a3f66a89724,browser_22,device_2040
a201acf4-3dc6-4f35-bf07-f8a3e0b2142a,browser_16,device_2043
a97dc79c-dab2-4111-be45-71e341a3df90,browser_16,device_5592
8fccb392-995e-4f36-9e0e-7a5fa84dff9e,browser_15,device_201
be987314-c0a2-4da1-9322-8a5a3c527b63,browser_16,device_915
132ba454-fef3-455d-8dc8-05c4001017e3,browser_16,device_1894
69541419-1173-41b1-bcb9-389752b7dfe3,browser_11,device_2567
9a689a34-489a-4eaa-a1fd-680cdbe54cbb,browser_11,device_5428
fba58f3c-98f9-4405-8f4d-6baa6bc7a22e,browser_22,device_4971
f1426316-b3ad-4923-a9b8-6801b0c792c5,browser_8,device_1896
5d712132-c2c5-472f-b8fa-42a183cc4ebe,browser_23,device_606
14f04898-6384-4353-a49c-b2824ac20646,browser_16,device_186
221cc682-954e-45f5-90e5-c3b473ae4fdb,browser_11,device_5428
2601c57d-97a7-4024-b139-d8c224530367,browser_16,device_4564
4c1b5643-5d8d-4649-ad84-c65923c6185a,browser_16,device_5109
b9dd7f17-598f-42ee-a627-b1f326ad6f4f,browser_16,device_4923
b929a849-a0be-4e4f-b5ff-5b2fb2512b59,browser_11,device_5428
be24b4ab-ac87-49d1-bafd-b1ed26c95c15,browser_16,device_5695
7cc5b2f5-aab5-4394-bfd6-c874f6dd0e7b,browser_22,device_4050
1c18a12b-6ef8-41c6-b9f6-e008de623fdf,browser_16,device_5838
cb893861-383f-492a-bc44-b701d27bdbe8,browser_22,device_1285
f72b1aaf-8516-4806-a482-67b6c7a7bb41,browser_15,device_5166
3f92cc54-11b2-4c5b-867d-7238fa12ad23,browser_16,device_4004
7f6ba3cc-1907-45cf-bfe3-f2473b7bd95d,browser_11,device_2567
ae5753ba-6d65-4173-b503-25df557588ba,browser_16,device_5697
336abbce-bfaa-4ace-8964-4def79f633a5,browser_16,device_40
b217bdb0-1e0a-45ce-bf18-05687f019875,browser_9,device_84
be6235f1-4039-427a-95a1-3dfbb7128e1b,browser_16,device_358
dcb75849-d76b-43c7-bdcc-8324555aee86,browser_16,device_4450
50e0c88b-86f4-4d8d-a5a7-b5bcbcd902ae,browser_22,device_2171
9d2232d5-7efd-4b1f-819e-693fa25d618a,browser_16,device_1707
08312e3f-9b5e-466b-a472-c1180ae2aea0,browser_16,device_34
9399bb4b-25ae-487c-9809-c35838080785,browser_15,device_5771
0f73e6d3-8345-4a66-911d-1571767a4388,browser_16,device_4564
85cee68b-a98e-404e-b052-2b59d1e8d31d,browser_16,device_1182
ec1eb65e-45d4-48da-a197-0397c5a616b8,browser_16,device_2520
656e5213-a960-49c1-9850-6293331f84f6,browser_16,device_5838
4ae1a1b2-4699-4284-802f-97b67907f3a1,browser_15,device_462
6c53e304-17a5-4a8d-89c4-d91b012ea1a0,browser_8,device_1477
e136dbbb-4d9d-4403-b6d7-dc3014b4aad4,browser_22,device_4759
97132b50-3220-46a7-bd5e-aecd71d4a76f,browser_16,device_1796
7e9e209f-834c-413a-97dc-1200e57a872f,browser_16,device_4277
3df13db3-d1d3-405f-88fe-918921e4f6f4,browser_11,device_5428
6f5b8e8c-316c-41bf-a445-518d10022dce,browser_11,device_2567
707cc5d4-c51e-477a-aa9a-aef8af5714ab,browser_16,device_1622
a2ec1769-47a0-44de-9262-830bf56d3169,browser_16,device_2043
13b3eb4d-f6c7-4e31-adfa-5b0068261cfb,browser_22,device_2055
1d343b5b-af68-4003-8ea7-3e8b4f41cdcd,browser_11,device_5428
b9a94e96-d727-47fc-89d6-2f83a7846980,browser_16,device_4387
b23768b5-aa6b-4e66-8d3c-77433503d03e,browser_11,device_3436
36fa1e1f-15f2-40e8-beba-c066ae2132b7,browser_16,device_4321
a2827ebd-9565-4493-842d-5d162e199549,browser_22,device_5267
4d8f5127-5d00-495c-be48-9133764fc848,browser_16,device_4564
98071e0c-02f5-4ce8-af98-459cff252ec0,browser_16,device_5446
46183a0b-8b2e-4a6e-b933-45108f797360,browser_16,device_2710
5c2226d6-abc0-43cb-9627-aa880306c55e,browser_16,device_5463
f664dd1d-54fc-4f82-ace8-2d806da71819,browser_8,device_1477
68f7706e-8d2d-4a51-8ef5-54b7c0a79ac4,browser_22,device_192
d5184de8-c6b6-417f-acb0-8313ca480b70,browser_15,device_656
cb269af9-b843-44f9-a908-41df23d48474,browser_15,device_4180
6e3118d8-e43e-452e-b02a-7cc19d8ecbfb,browser_16,device_779
2e26470c-7b21-4cc2-9ab5-46dc4c911bce,browser_16,device_4455
94e64e4b-79a2-46b4-b49a-c0564546eec0,browser_16,device_779
4a3c82d2-f029-419b-bd48-f3fde04fab3f,browser_16,device_4381
70560bfa-7698-47f2-863d-aa0549986a21,browser_15,device_2833
8c7b09c7-7a52-4326-acd5-13947253f9cf,browser_16,device_3511
66e788b1-2add-4309-8273-1fab685d2a81,browser_11,device_2567
092ddf6c-027d-4fb9-94e6-7e438941b764,browser_15,device_656
1f0f64d8-0ca3-4822-8a9e-6410ed21906b,browser_16,device_5696
914a7c2d-cdfe-4cb4-9959-07a9d5a6a7ce,browser_22,device_4000
e99ef825-9fe1-428f-b33d-f8ac7990b54e,browser_11,device_5428
be816cc9-93ab-471b-9916-5ff7d11bb245,browser_16,device_2756
596f6f6f-6c0b-474e-b8bb-36a8aa01c733,browser_22,device_3150
34730bc5-b45e-4018-b12b-bd0b67da6d11,browser_22,device_805
9878ac4d-eb76-4f48-92d2-1e836fd12f61,browser_23,device_4441
17cca859-2912-44c9-aa73-7c4a5c0014c3,browser_16,device_358
061e5d29-c6d3-45d9-a49f-70635d502c33,browser_15,device_2821
3a3df302-8b7f-41b4-8cde-0543471ccfa8,browser_16,device_779
154723d7-0002-4828-a6cb-d76b43fb8255,browser_16,device_1764
0821673b-2d7e-4016-bd5c-4f184237b556,browser_16,device_2725
c6cbe482-d078-466c-8e02-9cf99ddfc4e0,browser_16,device_4564
5eafc0ca-7282-4236-9d33-b9fc4ccbb2c2,browser_11,device_5428
489dd823-2249-47d1-acfb-f04357bfbd6f,browser_11,device_5428
8de13d74-608b-48af-b072-e9c1a1b9f03e,browser_16,device_4842
1cceeaeb-1ca2-432e-9672-a6c78407af26,browser_16,device_3821
3b561a62-9946-4b9b-82dc-c4d7e6687cd6,browser_16,device_4695
446ffa9e-24c6-4b57-a277-cbb38c38662f,browser_15,device_3380
82718d03-9db2-49a4-a5d1-a92c736089e7,browser_15,device_656
e9d9731e-5adc-477c-9e76-c5dd0aa478c0,browser_8,device_1363
6401eff1-88c8-494d-a141-374796e4da76,browser_16,device_528
452ee919-8c17-4fc3-ba8b-732f257d8f6c,browser_16,device_4564
1000a69e-fd85-4e63-95d9-2af349901090,browser_16,device_5820
40b87228-707c-4def-b093-051c20d5546c,browser_23,device_3003
e513538b-85e8-4204-b90e-39dd4d88cbce,browser_16,device_5132
26bb3b0e-342c-4f6b-a604-735676c73436,browser_16,device_186
4c4f44bb-452f-4dff-93aa-0055ffa9a3ee,browser_11,device_5428
d572690a-d724-439d-9321-1afb85368cdf,browser_16,device_2975
81a32baa-3f74-449c-934e-4964c7be1707,browser_11,device_5428
2169268e-d4b4-4ee3-8359-ba7914056144,browser_11,device_5428
c86a9341-9b67-4fa0-ae4b-fbbc410e9f01,browser_15,device_5166
6bd0e760-728b-4531-b55e-1a6ba639d0d2,browser_4,device_4303
ceb13d9d-a366-46d0-baca-f91f7c0a62a0,browser_16,device_449
16c3800f-ceb6-4c66-ab4b-8415cd617595,browser_16,device_4564
c6ca605f-47fa-436c-881a-f9228af4f123,browser_11,device_5428
e6b9d3bd-0e6b-4749-bce4-bf56d478d3e2,browser_23,device_3863
2a459c2d-341d-4bfb-a254-2ca4f790f2f4,browser_16,device_4849
791d3616-afe5-413f-b3aa-b518b2d85462,browser_16,device_3270
03254c95-5dee-452a-ba96-87f77f60b4d1,browser_16,device_4564
ef251ef8-f7ff-444b-ba17-80191d676fd7,browser_11,device_5428
25637af7-d0ba-4967-8123-ac2a15e6b15a,browser_16,device_4564
0c3cbeef-b3fa-48fa-8ba7-787448776560,browser_16,device_4027
412bff96-0561-4093-bdaa-992b0b99bd30,browser_16,device_5799
86459f72-cc3a-4b83-b524-94ee52200655,browser_16,device_5817
8a348ba0-8ec0-4fe3-a2e6-d7e6b122dfad,browser_16,device_4564
1f162006-9763-40f8-af55-83b5c4bde582,browser_11,device_5428
608115cb-08fa-4891-97ff-549d49aa7593,browser_23,device_4622
2de23041-7e5a-45bb-b91b-4f97d7a07372,browser_15,device_4470
8201e1c4-9736-43ac-ab25-9f34c076d4cf,browser_16,device_3776
0345e55a-b1fe-45a5-886a-af2447a6db0d,browser_16,device_560
12a0b692-e56a-4087-bc41-61a6a556d93e,browser_22,device_3141
f3e21c9e-767f-4cc0-ab2c-1f68a03998b1,browser_19,device_4749
85cabcdb-859c-4a2e-98e2-64a2be629dec,browser_16,device_1182
79e70eb1-99fc-49a2-aad8-1dd1ef0aa0dd,browser_16,device_5679
8f1e6de3-f8a1-48bc-9457-a05983dac7e2,browser_23,device_2811
a11b3ec6-5990-472f-9f83-96aac5774327,browser_16,device_3373
5b3df568-ada4-4a5d-91db-6146627ca168,browser_11,device_5428
778bf6eb-3294-4fd5-8056-62dbbf5b87d6,browser_16,device_4564
3074aa45-e5b8-494a-b3c9-69d25a27acdd,browser_11,device_2567
163e661c-4ed7-48e9-9155-58bda91782f1,browser_16,device_3368
2d7c181b-73f7-4a1d-b31f-ae1dfb5e889b,browser_16,device_2057
e224b811-51d5-4032-8899-c3e74ceeef8e,browser_15,device_3351
324808c2-eebb-4c52-9930-c9bd98ac678c,browser_11,device_5428
92021445-4a9d-494c-a6ba-346fea7d4b4c,browser_16,device_5838
2a25e806-dd62-4bb2-93a4-061c252ad984,browser_16,device_4199
8dc88dc7-dde1-4f10-a8c9-6eebcc032e17,browser_11,device_2567
466dab2e-7d88-4a31-8c96-15518b2dec87,browser_16,device_5314
41d31e32-37ce-4b81-9422-78051cecbaed,browser_16,device_568
57de22ca-a5b3-4373-826f-d9c5e90907a2,browser_16,device_618
1314bf67-e5fb-41c1-849e-33d0c915f1d3,browser_23,device_3624
28446686-c227-4892-8428-ceffa5ca5609,browser_22,device_4564
a4c07089-4c6f-4a32-876b-3e941b4417e2,browser_15,device_1004
35956bfa-2ddb-4c56-970a-d6b95455c332,browser_16,device_3174
8c17f3b8-87ef-496c-a092-f03196f23992,browser_11,device_2567
7aef81cf-1727-4790-a2cf-8d2bddd4bbde,browser_16,device_877
bb4fed77-0901-44e5-807b-1091b89c79ea,browser_16,device_3996
8facc410-1ebe-4d19-9905-979479f43dfc,browser_16,device_1169
22f50d5f-c6a6-4514-af30-229a9ede92b8,browser_11,device_2567
d2229693-3a26-473b-b36e-cdaba9dd46b7,browser_16,device_2011
730db388-1472-475c-96b6-415c458d4467,browser_11,device_5428
b04443e0-e74f-4a28-8037-8749dbdcd68d,browser_15,device_4732
93d2eba1-947a-4588-abf0-93fbdef3429f,browser_23,device_1165
352f0cd5-954b-478b-89ba-02185ef5c253,browser_19,device_1160
8ac3d77b-a33f-49ba-a239-2c74f66cc45f,browser_15,device_3690
61ac842b-e99f-4f70-bc5d-9c4a6a0af9c7,browser_22,device_1101
578e9342-c8cc-4d24-bd60-a048403751c3,browser_16,device_1923
81ca4654-d3d0-46bf-aa1c-0703948313e4,browser_16,device_5015
df61775a-d4f4-485b-a9dc-a111ee46d2f9,browser_22,device_3619
682eff4b-1f05-4eeb-ad16-2895e7047ef8,browser_16,device_5217
dda64e61-8eeb-4a57-a4a3-fac23aa51ab3,browser_16,device_93
cf416469-ed67-4562-80f0-18bd8a5bdac9,browser_15,device_401
2dc2696b-e866-430a-8778-8229a0e8690c,browser_11,device_5428
c6b447de-8e30-49ed-a90b-3abbd051fe24,browser_16,device_1775
a58d1487-db3a-4c04-b7af-bda940c158e4,browser_11,device_5428
48b7e87b-6fba-416e-af8b-2f2187e5397f,browser_11,device_3436
719dd69b-0022-460c-9231-e9dc0c4eeb16,browser_22,device_4564
a1eb247d-dadd-4d5a-9ba2-2d74f2f070a0,browser_11,device_5428
2c24f19b-ce4d-454b-a42a-a9e9ea5de95c,browser_16,device_879
b4cd0b2f-e72c-4c28-bdfa-4a92b69c48c6,browser_11,device_5428
829773aa-9e37-4982-8050-4fe816eb967b,browser_11,device_2567
3b3d8c40-53eb-4b2f-b6f1-a32a2238a16e,browser_15,device_4564
8e571ec1-5cae-4ac6-a80a-8cdcfe2d3291,browser_16,device_3982
f4e70617-3084-42e6-9d10-77359c1e1b43,browser_4,device_704
c8d188d2-9520-4bbb-93a0-01a10ac374bb,browser_23,device_3564
84b1cb0a-03c2-4acc-9898-421665919c0c,browser_23,device_5297
5dd5eb66-230d-477f-9614-3256ca40dc21,browser_16,device_1182
29cc558c-f22e-4038-9d44-78c0a4f112a2,browser_16,device_358
db2c43c7-8b6b-4753-a14e-9fbf50aad1bd,browser_22,device_3955
aebfa3c9-d3c3-4f24-abd8-b40fd35e2443,browser_22,device_3460
1f059885-5b01-49a0-93e2-1dcb4d3a6d9d,browser_16,device_3261
fb3aab21-dea4-47b1-b635-cb88957f5cf7,browser_16,device_4564
909e4317-89e7-44ab-afcf-f53baa777aff,browser_16,device_244
cbf22239-df2d-4f95-9ef3-65224f74b1fe,browser_11,device_5428
c8df7a13-4b0e-43aa-84c9-bedf10ef72ea,browser_11,device_5428
1104cc70-3b59-4707-a9cb-7cb1310115db,browser_16,device_4564
b99b073e-a5b3-4875-af12-a673212bfc0b,browser_11,device_2567
9fc317ea-0dce-48d7-b6fc-eb7b2199ed2f,browser_16,device_3558
d85c62aa-3934-4436-85bf-e61c8a087672,browser_8,device_2536
3941066e-0600-4395-9e24-5d41ac8d7e92,browser_11,device_5428
ea8298cc-6522-4c78-bfc0-1d4c8f1e4146,browser_11,device_5428
2e536f3c-b30b-4239-8b45-7e06592a0077,browser_15,device_4422
8debd8f5-6082-4012-add4-f04bf114c69c,browser_22,device_1059
c02920c3-e5c4-4d15-a86c-69224d1d9862,browser_22,device_5054
561e02ef-d43b-4b2d-a5b9-76db99d80638,browser_6,device_452
3594866f-ea11-4638-9a86-64ebf6888095,browser_16,device_5242
963ae6be-3a4f-4176-ba90-6f4081e2b440,browser_16,device_2733
0f10ea91-c340-4738-96d4-45afe2c9e964,browser_15,device_2189
891ba76e-d271-4c6d-a7b9-bd56b9456034,browser_16,device_5070
5ccbbd71-4ae2-42d4-a5e6-46ef87b415b8,browser_16,device_4345
b437b671-40d0-4a95-bde0-71491417a230,browser_17,device_4578
7c3a9a0f-8b18-4291-9215-8d6dd3c48db9,browser_16,device_1707
3b3582b3-a751-474d-9cca-a77d7a0b222e,browser_15,device_13
052caf57-cfdc-4f1a-885b-f70814f76ce0,browser_22,device_5750
69640054-9dcc-44dd-9295-eb2faf2d53d0,browser_16,device_1842
67739a04-fdbd-4501-9da6-ac62bba93f64,browser_16,device_4564
88cd0e9c-63cd-4b89-9994-57d68435bc7e,browser_10,device_4328
ba8552a4-ff59-48d0-9d6c-f6bf47569826,browser_16,device_2409
e4439e1c-eb23-442b-9316-232146cb1494,browser_15,device_199
1ceaa34e-02de-4314-97bb-22a0634014e0,browser_15,device_838
9aa5ac47-3526-45b3-9b88-6b004ef13a11,browser_16,device_5426
7e9cfb73-277c-4fbb-a807-633937af4235,browser_11,device_5428
160f40b8-b1eb-487a-a3c8-8d333093076b,browser_11,device_3436
65330808-3094-4241-8a69-7ab1b37704d9,browser_16,device_5605
42551b3e-cc5b-446d-996f-d342fe043855,browser_16,device_1261
fd2229ff-8055-4fe6-b90f-d0678a7d2611,browser_16,device_4746
f43c667e-4d10-450a-a364-a5759177948c,browser_22,device_5267
0243abfa-8674-4c29-965f-1a1aa7b7a4c5,browser_16,device_4695
8f58a015-9358-4272-a13a-7462764ed205,browser_15,device_329
14f3b3d7-8485-4386-9b99-1ff8a9d00749,browser_22,device_192
49b5af67-88fd-4338-8928-272cb1836c85,browser_11,device_2567
7e571a51-fd15-440b-87bc-4d60d33fceb4,browser_11,device_5428
6ce48a1a-d32e-4676-ad00-a1846f9e2d45,browser_16,device_4564
c84d3a14-9945-4805-8448-0d6c3051e979,browser_23,device_397
bf7580ec-ff7f-4edb-886e-2d857baf3dc2,browser_15,device_4282
5b5ca9cd-0fd5-4a5b-9140-6c1670248274,browser_11,device_5428
13eb3097-8c3c-44fb-b754-0a7ed52bc05d,browser_16,device_5259
22274f92-4429-4a16-9cbe-81ad71671bc7,browser_16,device_5787
0dac95a4-674f-4233-b390-f54a77b09f21,browser_22,device_4759
b3b8461d-da15-45dc-88e3-32706a214aad,browser_16,device_613
ba8cfff3-d65f-4db1-814b-35e2badcdb15,browser_23,device_934
8b9f0e58-d74e-45a8-a49e-83ff41023210,browser_16,device_973
3a294d8d-f452-40aa-a8ca-d8d26f247ac4,browser_11,device_5428
8dbce0e0-b95d-41e7-9a06-d205b4fd83e5,browser_16,device_264
d5624512-f291-4431-9cf5-1462079af5f9,browser_23,device_4564
09fa1cad-0c7c-4faf-99c7-e5d32ea8f28d,browser_16,device_228
5062ec49-7faa-4383-b10a-884d781d35e7,browser_16,device_391
423b6916-c1bd-4a5a-8925-240ddd043093,browser_16,device_1707
f705a65b-5571-4f0c-9071-204868cad92a,browser_22,device_875
af367ced-6e40-42f3-9f4d-0e76052c91cd,browser_16,device_4097
fca8a8cf-f12e-4b5a-ad1b-b3ba047db857,browser_16,device_3096
2340d2e1-5b08-41d0-a105-18b0377780ff,browser_11,device_5428
ad0e8601-f196-4d94-afa9-d371b9053475,browser_22,device_5099
065e3351-7b09-451e-8da0-1a0918b494d6,browser_16,device_4564
dd11cf1a-e2bb-4b8a-9e3c-c1d53c5a000d,browser_16,device_4190
583c21e8-f69b-4c9f-a990-44be4cdeddb9,browser_16,device_3543
99ed5763-21aa-49c3-aaf5-e9e04079f7e1,browser_11,device_2567
fb42010b-681b-4a4c-b530-9cb7ff1361a0,browser_15,device_3885
2133418d-1e15-4b84-879a-b1a3f05e9450,browser_16,device_2067
c8a62de9-a92b-4410-8151-3a7e46eca6e8,browser_11,device_5428
912846fd-02ed-4763-b805-33bc7c43f1f8,browser_16,device_3276
3af18169-92d0-44fd-90ba-8c73a89c752a,browser_15,device_678
9d3ea64f-c6ee-4f67-8769-a7ebccd6c042,browser_16,device_5697
1decf427-736d-4599-abe0-51b0090767c3,browser_23,device_4564
78d04515-a2f1-487d-bf03-56d6c1d84923,browser_22,device_4203
cd3b9ff9-6b17-45d3-9e7c-865d529aa415,browser_16,device_3217
2af76de8-8186-4f36-bd78-0a242d79dc5f,browser_16,device_5787
8243e497-fadb-431b-9168-215c1a7aae46,browser_16,device_5626
6e90af9f-1630-484c-9221-25a31db15ed5,browser_16,device_2733
e47961fc-0aa4-463b-a657-7f7a2914be3a,browser_16,device_4564
01d16a75-8ce9-4cde-bfde-23b66d9ce81f,browser_22,device_5189
6660efe1-d631-484a-b95a-ec248f247e19,browser_11,device_5428
06737cf6-b39a-4ba5-b2bd-d1ce84464263,browser_11,device_2567
9f485029-6efe-48a2-b1c0-ae46ca79aa85,browser_16,device_5697
2c1f2120-09c5-4471-b12d-569fd522f11e,browser_16,device_4564
5d853bd2-767e-4187-9fa3-88374ad6d582,browser_16,device_1182
b752ae82-306f-4ed7-b28e-c29e271b2ffd,browser_16,device_1923
238e8d9d-9fbe-4593-b80e-c307f6826c23,browser_16,device_2933
a06e5013-fae3-43ec-a565-381b1b9e1fec,browser_16,device_4380
fbd23b97-b973-46e5-bb32-76553596c606,browser_15,device_222
13d261b8-4eb7-40d1-86bc-324e18ab00ec,browser_16,device_2542
2c772966-29af-4b2f-afd9-9422f391368a,browser_16,device_1707
340a0e8b-de7e-4f94-b936-e5fc157b2a28,browser_11,device_2567
a337a223-513f-41fb-8fc4-39ed7df0bfba,browser_16,device_1550
380f29e6-86e3-4520-8733-99068457ef8b,browser_16,device_358
81552de0-b2a2-47d9-bb11-0d781b0b1f49,browser_16,device_4705
934e31a6-9230-4910-a6d4-d65a00678991,browser_16,device_2865
4a724123-8103-4962-afea-e6cad2cf75c6,browser_16,device_4028
d202f89e-43ca-4360-a472-8018621f7923,browser_23,device_5078
5d1d964e-58a2-4bb7-800d-46c5a804813a,browser_16,device_589
870fe8fb-7807-48d5-9840-7c97260ce81e,browser_16,device_2657
fcb83d37-4563-4cd0-a0ff-962d469b92e3,browser_16,device_4564
46df4c2f-1d61-4943-abd0-50c978ef5ec2,browser_11,device_5428
04915b40-5500-43d1-983c-99c7df64acc4,browser_22,device_4759
09345570-aefa-475f-8456-f926377bfba2,browser_16,device_5697
e712d053-e885-4ae2-b95b-642a082f351d,browser_22,device_4733
aef24682-4084-41aa-8cfc-79e9600b8c00,browser_16,device_5426
2c02f9ce-6931-4e10-beb5-94ff052bf824,browser_15,device_4625
4624fecc-440e-4ea8-aaa1-b74a043f0100,browser_16,device_2174
e68a3b0d-5ded-471b-90af-bb77d896df2f,browser_16,device_4564
b1fafbf1-e686-4c9d-949b-06858707ad77,browser_22,device_5267
d9f07acf-16b7-4d66-928a-6deee17492b4,browser_16,device_4813
99d5909a-0a2e-4d07-ae0e-9209fb287d37,browser_11,device_2567
eda45c94-5972-4037-913b-b591c9842bf2,browser_16,device_10
2d9480ed-5da6-4ff0-aea9-23f871fc6981,browser_22,device_4759
329e7e82-4415-4bfb-a5a1-708d0993e365,browser_23,device_4942
d919061e-0aff-4047-a126-24c7dbf49ee6,browser_16,device_3329
a6d190c0-069d-411b-a191-27931692b4d5,browser_16,device_5838
03ad7f8a-55c3-4738-8e6c-12381e8975ab,browser_22,device_1810
a1d3751a-2a20-4094-bb86-c93991f9aa37,browser_15,device_432
8562a271-d0aa-4246-8d7a-451883c506ed,browser_16,device_1707
8bf97060-9a76-4e48-b75b-9216a8025dc3,browser_16,device_1103
fd96cb06-75b2-401c-8b56-34b35cc6ba4c,browser_16,device_2960
aaf72e25-d90e-4acb-9211-0f34d8471337,browser_16,device_4202
92ce4150-0f73-4fd2-812d-570dfe31c228,browser_11,device_3436
c79903c6-5fe2-4459-aa40-c6675b9b1b87,browser_4,device_317
4fb64e1a-d118-4606-9874-81f9503796b3,browser_16,device_1594
717cfff4-12af-4298-be22-c4d032bcbcd3,browser_16,device_4564
c36ab3ab-a93d-4eeb-88b0-e579ea3d253b,browser_16,device_4387
a55121ea-1442-48d6-86e6-4d1bb9f3d12a,browser_11,device_5428
8a0217a3-606d-4ee9-bfde-e0a7d8581817,browser_16,device_4564
fd9c4327-4130-428d-a08e-2c642263db22,browser_16,device_1707
a56682fe-c51e-43c2-91b4-0c902b464048,browser_15,device_656
0bda4469-1f7d-46da-851c-a7224cee513e,browser_11,device_5428
33c5c62a-f7d1-464e-82f5-63bba1278cfc,browser_16,device_5583
aa8179bf-ef0c-44bd-8706-6536c3cd04a4,browser_22,device_4988
c21babf5-f0bd-437f-90eb-af093e5230ea,browser_22,device_3144
53e7bd64-60b9-4140-96a4-9f6f49d47084,browser_4,device_4564
51930fd0-8493-4c70-a895-3fe71da9cc69,browser_23,device_1476
86bc3a97-435c-4fee-b52d-c0f463ea47b3,browser_11,device_3436
951e6612-91d3-4428-b0e0-7af6c5ef9fe6,browser_16,device_4564
973d6b5c-efb4-44ef-8419-15331e2514ad,browser_16,device_879
ce248b40-1b6a-4c8d-873a-98c431be359e,browser_16,device_1881
31fc61c4-be55-4007-b87f-97dd3cfdee94,browser_16,device_1887
7d8777e3-82a1-4f02-b9a6-69097c7b6a90,browser_16,device_2969
110607d6-ef72-444e-897a-2646740cfaca,browser_16,device_2477
d9167f2c-0d45-4933-8a1b-d8dc7d6b655f,browser_16,device_1775
18853f71-527b-4772-8294-6ea1c5fa2c71,browser_16,device_948
a781cb3d-3376-4646-9195-012699c825fe,browser_16,device_4360
b3711034-2ccc-4753-9c3b-3047adb9d7ec,browser_16,device_4564
0bb3ef1f-9a6e-4aad-a49b-ce2d80610272,browser_16,device_5695
9a3b77cd-9f6c-4311-a907-abc6b6df3187,browser_22,device_4564
